,Headline,Target
1698,"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition,"" but only one signature counts",true
1699,Says Barack Obama promised to halve the deficit in his first term.,true
1700,"For ""the average middle-class family, your taxes today are lower than when I took office.""",true
1701,Says Mitt Romney flip-flopped on a taxpayer protection pledge.,true
1702,"""We have had some significant accomplishments on a bipartisan basis.""",true
1703,Says Mitt Romney flip-flopped on abortion.,true
1704,The U.S. would gain revenue by cutting personal income tax rates in half and ending tax breaks.,true
1705,"""Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.""",true
1706,"Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers.",true
1707,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",true
1708,"A Republican-led softening of firearms training rules means that ""untrained individuals"" would be allowed to carry guns with a state permit.",true
1709,"""When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.""",true
1710,"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close.""",true
1711,"""The median income of a middle class family went down $2,100 from 2001 to 2007.""",true
1712,"Says ""51 percent of federal tax filers paid zero federal income tax.""",true
1713,"""Torture is illegal by our laws. It's illegal by international laws.""",true
1714,Georgia has had ʺmore bank failures than any other state.ʺ,true
1715,"""Ronald Reagan raised the national debt 18 times.""",true
1716,"Ilana Shafran Mandel’s stake in Forest City Enterprises ""constitutes significantly less than 1 percent"" of the company’s shares and any implication of a conflict of interest ""is legally incorrect.""",true
1717,"""The problem with invasive species today in the Great Lakes isn’t ballast water.""",true
1718,"""A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes.""",true
1719,"""Every day in the United States, we are losing 15 factories.""",true
1720,"""The average homeowner spends more than $2,000 each year on energy costs – more than on either real estate taxes or homeowners insurance.""",true
1721,"Says ""over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.""",true
1722,Says Mitt Romney has flip-flopped on abortion rights.,true
1723,"Says if elected, he would be the first Mayor who lives east of 82nd.",true
1724,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin ""don't have to pay any taxes"" on their income for two years.",true
1725,Says Mitt Romney flip-flopped on abortion.,true
1726,"""The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.""",true
1727,"Says for every dollar the state spent on audits last year, it delivered $64 in cost savings.",true
1728,"Says judges ""get better benefits at a lower cost than everybody else in the state.""",true
1729,"Says 24 million people in this country ""can't find a full-time job,"" 50 million ""can't see a doctor when they're sick,"" 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",true
1730,"""Romneycare was model for Obamacare.""",true
1731,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.""",true
1732,"""Nearly half of all pregnancies in the U.S. are unintended.""",true
1733,"""When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent.""",true
1734,"""The people in Massachusetts like (the state health care plan) by about a 3-1 margin.""",true
1735,"""Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI driver’s license.""",true
1736,"""According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.""",true
1737,"Says he ""came to the Republican Party sooner in age"" than Ronald Reagan.",true
1738,"""Our government right now. . . (is) spending 40 percent more than what we take in.""",true
1739,"""We have the highest corporate tax rate in the world. It’s 35 percent.""",true
1740,"""Health care is the greatest contribution to spending increases in the state budget.""",true
1741,"""Legally, it doesn't make any difference"" which state district you live in when running for Congress.",true
1742,"""Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America.""",true
1743,"""A family of four can make up to $88,000 a year and still get a subsidy for health insurance"" under the new federal health care law.",true
1744,"""We’re. . . keeping and creating jobs in our state. From American Greetings, to Wendy’s, to Diebold, we’ve gone to their doorsteps to keep jobs right here in Ohio.""",true
1745,Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,true
1746,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,true
1747,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",true
